sim_time,camera_id,camera_lon,camera_lat,plate,vehicle_lon,vehicle_lat,speed_mps,camera_name,is_hub
5761.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091702433,12.950706605413949,0.0,Velachery,True
5762.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091155004,12.950706606611334,0.0,Velachery,True
5764.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5765.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5766.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5767.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5768.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5769.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5770.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5771.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5773.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5774.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5775.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5776.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5777.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5778.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5780.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5781.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5782.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5783.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5784.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5785.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5786.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5787.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5788.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24623091059286,12.9507066068207,0.0,Velachery,True
5789.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24621429340087,12.950710241474031,1.85,Velachery,True
5790.0,CAM_03,80.246489,12.950698,TN32SR3492,80.24617706447691,12.950718384496108,4.14,Velachery,True
34.0,CAM_24,80.263875,12.962381,TN86PB6902,80.2639465390676,12.962770394317607,14.63,Madipakkam,False
36.0,CAM_05,80.243039,12.961718,TN04UB3899,80.24311718655467,12.961416496198305,6.57,Anna Nagar,False
37.0,CAM_20,80.237149,12.960329,TN53HA1661,80.23709122891847,12.96063300977132,13.84,Navalur,True
402.0,CAM_22,80.257097,12.938415,TN53HA1661,80.25691081397062,12.93723425414262,8.39,Karapakkam,True
37.0,CAM_22,80.257097,12.938415,TN98RW9978,80.25691189889244,12.937238698738465,6.43,Karapakkam,True
7658.0,CAM_10,80.239807,12.972429,TN98RW9978,80.23975989679418,12.972022590984295,13.77,Tambaram,False
38.0,CAM_18,80.25169,12.965404,TN57PP1308,80.25160649639245,12.964989738779215,11.19,Medavakkam,False
374.0,CAM_01,80.232791,12.93105,TN57PP1308,80.23283450087541,12.931562009276853,13.59,T. Nagar,True
38.0,CAM_29,80.248178,12.958318,TN64MP1104,80.24786850234582,12.958426318757914,8.62,Besant Nagar,False
306.0,CAM_22,80.257097,12.938415,TN64MP1104,80.25690860404394,12.937225200742342,12.18,Karapakkam,True
39.0,CAM_20,80.237149,12.960329,TN95CT8346,80.2370971805243,12.96066243428201,13.97,Navalur,True
40.0,CAM_21,80.237092,12.950649,TN04EY2124,80.23767575916865,12.95051981944968,7.2,Siruseri,False
41.0,CAM_10,80.239807,12.972429,TN24HY5711,80.23976021611621,12.972025361852259,4.54,Tambaram,False
174.0,CAM_30,80.24246,12.967245,TN24HY5711,80.24234637315224,12.96628454145309,19.7,ECR Junction,True
42.0,CAM_02,80.256705,12.938133,TN07LJ2573,80.25692312730915,12.938886595681058,11.1,Adyar,False
43.0,CAM_02,80.256705,12.938133,TN07LJ2573,80.2569397412662,12.938943964931669,6.6,Adyar,False
491.0,CAM_23,80.263924,12.965642,TN07LJ2573,80.26368918194525,12.965165404954558,12.77,Sithalapakkam,False
42.0,CAM_29,80.248178,12.958318,TN64JN8803,80.24790686769046,12.95841203709911,9.64,Besant Nagar,False
43.0,CAM_29,80.248178,12.958318,TN64JN8803,80.24785256600724,12.958432251123932,6.3,Besant Nagar,False
43.0,CAM_27,80.250549,12.929216,TN08KC4037,80.24975629264365,12.929308476791984,6.77,Saidapet,False
245.0,CAM_03,80.246489,12.950698,TN08KC4037,80.24622424875092,12.950708063955474,13.97,Velachery,True
44.0,CAM_01,80.232791,12.93105,TN96BL6434,80.23283338784765,12.931548857130723,8.76,T. Nagar,True
45.0,CAM_01,80.232791,12.93105,TN96BL6434,80.23283663974047,12.931587283276185,4.26,T. Nagar,True
44.0,CAM_20,80.237149,12.960329,TN84GL8047,80.23708698877154,12.96061164209375,10.19,Navalur,True
544.0,CAM_22,80.257097,12.938415,TN84GL8047,80.2569222388105,12.937281058241613,9.69,Karapakkam,True
45.0,CAM_27,80.250549,12.929216,TN90AQ3866,80.24980441740084,12.929303388121284,3.28,Saidapet,False
46.0,CAM_27,80.250549,12.929216,TN90AQ3866,80.24977400894008,12.929306603487,3.32,Saidapet,False
47.0,CAM_27,80.250549,12.929216,TN90AQ3866,80.24974972737182,12.92930917099751,2.65,Saidapet,False
47.0,CAM_22,80.257097,12.938415,TN90ED4759,80.2569259395821,12.937296219175492,10.8,Karapakkam,True
48.0,CAM_22,80.257097,12.938415,TN90ED4759,80.25691240963509,12.937240791096242,6.3,Karapakkam,True
141.0,CAM_27,80.250549,12.929216,TN90ED4759,80.24976749037464,12.929307292754295,15.06,Saidapet,False
48.0,CAM_24,80.263875,12.962381,TN45GA6460,80.26394922979682,12.962785007792014,9.75,Madipakkam,False
49.0,CAM_01,80.232791,12.93105,TN14FL3463,80.23283394446537,12.931555434430756,7.76,T. Nagar,True
369.0,CAM_30,80.24246,12.967245,TN14FL3463,80.24234998231714,12.966314072641868,21.49,ECR Junction,True
51.0,CAM_10,80.239807,12.972429,TN95GC9226,80.23976401817505,12.972058353631502,9.51,Tambaram,False
52.0,CAM_10,80.239807,12.972429,TN95GC9226,80.23975883484081,12.972013376046386,5.01,Tambaram,False
51.0,CAM_21,80.237092,12.950649,TN36WG1527,80.23762448494736,12.95053386124708,8.42,Siruseri,False
52.0,CAM_21,80.237092,12.950649,TN36WG1527,80.23767239289285,12.950520741327775,5.4,Siruseri,False
331.0,CAM_17,80.239777,12.972432,TN36WG1527,80.23982242250383,12.972822873541183,11.78,Pallavaram,False
53.0,CAM_07,80.257903,12.982212,TN22NN8695,80.25807349002037,12.982956639762536,10.06,Perungudi,False
288.0,CAM_30,80.24246,12.967245,TN22NN8695,80.2423428441173,12.966255735719692,22.14,ECR Junction,True
53.0,CAM_09,80.231463,12.933895,TN83AW6972,80.23186847377256,12.933829014469273,9.88,Sholinganallur,False
335.0,CAM_14,80.234501,12.968029,TN83AW6972,80.23330057500243,12.968078129759705,8.69,Kodambakkam,True
55.0,CAM_20,80.237149,12.960329,TN47VF1265,80.2370862202403,12.960607769178626,8.95,Navalur,True
56.0,CAM_20,80.237149,12.960329,TN47VF1265,80.23709536089584,12.960657100129481,5.55,Navalur,True
209.0,CAM_14,80.234501,12.968029,TN47VF1265,80.2333317327733,12.968075639087823,11.64,Kodambakkam,True
57.0,CAM_20,80.237149,12.960329,TN21VZ7337,80.23708024323481,12.96057764881843,6.44,Navalur,True
58.0,CAM_20,80.237149,12.960329,TN21VZ7337,80.2370906119201,12.960629900487232,5.89,Navalur,True
2348.0,CAM_01,80.232791,12.93105,TN21VZ7337,80.23283429875673,12.931559620931903,5.66,T. Nagar,True
58.0,CAM_14,80.234501,12.968029,TN76KN5484,80.23331485605917,12.968076988169315,8.14,Kodambakkam,True
59.0,CAM_14,80.234501,12.968029,TN76KN5484,80.23325950094326,12.968080511146917,6.02,Kodambakkam,True
60.0,CAM_01,80.232791,12.93105,TN38TN9588,80.23283209971444,12.931533635841573,8.72,T. Nagar,True
61.0,CAM_01,80.232791,12.93105,TN38TN9588,80.2328358192164,12.931577587515442,4.88,T. Nagar,True
430.0,CAM_14,80.234501,12.968029,TN38TN9588,80.2333421668492,12.968074805013845,13.27,Kodambakkam,True
60.0,CAM_14,80.234501,12.968029,TN73YF7053,80.23333911773734,12.968075048752276,6.92,Kodambakkam,True
61.0,CAM_14,80.234501,12.968029,TN73YF7053,80.23329397065847,12.968078657693448,4.91,Kodambakkam,True
60.0,CAM_20,80.237149,12.960329,TN62DF1225,80.23708846401881,12.960619076413867,7.73,Navalur,True
61.0,CAM_22,80.257097,12.938415,TN25SC8210,80.25691844772288,12.937265527308842,9.51,Karapakkam,True
62.0,CAM_22,80.257097,12.938415,TN25SC8210,80.25690748073815,12.937220598898556,5.11,Karapakkam,True
197.0,CAM_27,80.250549,12.929216,TN25SC8210,80.24980539072517,12.929303285202705,13.92,Saidapet,False
61.0,CAM_23,80.263924,12.965642,TN75AW2935,80.26368970190555,12.965169311539489,11.07,Sithalapakkam,False
5605.0,CAM_28,80.235031,12.93867,TN75AW2935,80.2355350979986,12.939746252709398,10.05,Teynampet,False
62.0,CAM_20,80.237149,12.960329,TN95AH4003,80.23708447726789,12.960598985691087,8.33,Navalur,True
63.0,CAM_20,80.237149,12.960329,TN95AH4003,80.23709176600975,12.960635716373854,4.14,Navalur,True
532.0,CAM_22,80.257097,12.938415,TN95AH4003,80.25691319392995,12.937244004114424,11.26,Karapakkam,True
62.0,CAM_28,80.235031,12.93867,TN37SM3439,80.23559072829836,12.939877659953778,24.37,Teynampet,False
63.0,CAM_01,80.232791,12.93105,TN52PV1815,80.23283347519852,12.931549889316473,6.59,T. Nagar,True
64.0,CAM_01,80.232791,12.93105,TN52PV1815,80.23283673383405,12.93158839513727,4.27,T. Nagar,True
1461.0,CAM_11,80.244867,12.946557,TN52PV1815,80.245602596775,12.946445856866118,22.08,Nungambakkam,False
64.0,CAM_22,80.257097,12.938415,TN17WE7279,80.25692318636251,12.937284940073685,9.74,Karapakkam,True
65.0,CAM_22,80.257097,12.938415,TN17WE7279,80.25691066629679,12.937233649167654,5.83,Karapakkam,True
64.0,CAM_30,80.24246,12.967245,TN10VR1187,80.2423548453143,12.966355318771404,21.27,ECR Junction,True
417.0,CAM_22,80.257097,12.938415,TN10VR1187,80.2569213557114,12.937277440453377,7.83,Karapakkam,True
71.0,CAM_02,80.256705,12.938133,TN58JJ9070,80.25693094585817,12.938913593725438,8.88,Adyar,False
72.0,CAM_02,80.256705,12.938133,TN58JJ9070,80.256943592457,12.938957263381319,5.02,Adyar,False
5584.0,CAM_28,80.235031,12.93867,TN58JJ9070,80.23555614546731,12.939799042080386,13.29,Teynampet,False
71.0,CAM_17,80.239777,12.972432,TN20VP7094,80.23982422860371,12.972838560455653,5.82,Pallavaram,False
183.0,CAM_30,80.24246,12.967245,TN20VP7094,80.24234497672123,12.96627314309126,22.94,ECR Junction,True
73.0,CAM_14,80.234501,12.968029,TN88CR5852,80.23324754400922,12.968081969730758,12.4,Kodambakkam,True
200.0,CAM_10,80.239807,12.972429,TN88CR5852,80.23976098983064,12.97203207564047,12.14,Tambaram,False
74.0,CAM_14,80.234501,12.968029,TN07XS5369,80.23335064263492,12.968074127480381,11.41,Kodambakkam,True
75.0,CAM_14,80.234501,12.968029,TN07XS5369,80.23326530341569,12.968080949274837,9.29,Kodambakkam,True
74.0,CAM_27,80.250549,12.929216,TN68NU1573,80.2497860656677,12.92930532861894,10.47,Saidapet,False
4808.0,CAM_01,80.232791,12.93105,TN68NU1573,80.23283411530325,12.93155745314485,12.29,T. Nagar,True
75.0,CAM_20,80.237149,12.960329,TN60RY1552,80.23709781716455,12.960665465479652,13.59,Navalur,True
489.0,CAM_22,80.257097,12.938415,TN60RY1552,80.25692693025832,12.937300277673804,4.33,Karapakkam,True
75.0,CAM_22,80.257097,12.938415,TN97MK2286,80.25692373891077,12.937287203695616,10.19,Karapakkam,True
76.0,CAM_22,80.257097,12.938415,TN97MK2286,80.25691042327276,12.937232653571845,6.2,Karapakkam,True
16122.0,CAM_14,80.234501,12.968029,TN97MK2286,80.23330113401111,12.968078085074024,12.97,Kodambakkam,True
77.0,CAM_27,80.250549,12.929216,TN59DU6117,80.24981060709258,12.929302733627901,7.22,Saidapet,False
78.0,CAM_27,80.250549,12.929216,TN59DU6117,80.24976784758537,12.929307254983154,4.67,Saidapet,False
8605.0,CAM_10,80.239807,12.972429,TN59DU6117,80.23975836080803,12.972009262699105,12.48,Tambaram,False
79.0,CAM_01,80.232791,12.93105,TN35HL1866,80.23283149764967,12.931526521513183,9.98,T. Nagar,True
80.0,CAM_01,80.232791,12.93105,TN35HL1866,80.23283568021678,12.931575945019864,5.48,T. Nagar,True
80.0,CAM_10,80.239807,12.972429,TN09QA3477,80.23976617180232,12.972077041396995,9.02,Tambaram,False
81.0,CAM_10,80.239807,12.972429,TN09QA3477,80.2397600219315,12.97202367684423,5.94,Tambaram,False
184.0,CAM_14,80.234501,12.968029,TN09QA3477,80.23330253440659,12.968077973130095,12.19,Kodambakkam,True
81.0,CAM_05,80.243039,12.961718,TN24QG2746,80.243118127323,12.961434283727638,8.09,Anna Nagar,False
475.0,CAM_27,80.250549,12.929216,TN24QG2746,80.24974548910932,12.929309619147222,7.88,Saidapet,False
81.0,CAM_25,80.248526,12.971435,TN44MD1535,80.24945682799361,12.971118298884125,9.58,Pallikaranai,False
82.0,CAM_25,80.248526,12.971435,TN44MD1535,80.24950214309895,12.97110663464851,5.08,Pallikaranai,False
279.0,CAM_14,80.234501,12.968029,TN44MD1535,80.2333210496741,12.968076493067661,11.87,Kodambakkam,True
82.0,CAM_22,80.257097,12.938415,TN27NU3705,80.25691939665421,12.937269414791995,9.34,Karapakkam,True
5080.0,CAM_20,80.237149,12.960329,TN27NU3705,80.23708252148661,12.960589129779784,13.86,Navalur,True
83.0,CAM_09,80.231463,12.933895,TN40PA2667,80.23187130142344,12.933828554544766,10.87,Sholinganallur,False
857.0,CAM_11,80.244867,12.946557,TN40PA2667,80.2454623034215,12.946467166287803,0.93,Nungambakkam,False
858.0,CAM_11,80.244867,12.946557,TN40PA2667,80.24546312107239,12.946467042489664,0.09,Nungambakkam,False
859.0,CAM_11,80.244867,12.946557,TN40PA2667,80.24547334837429,12.946465494003435,1.12,Nungambakkam,False
860.0,CAM_11,80.244867,12.946557,TN40PA2667,80.24548922919742,12.946463089533044,1.74,Nungambakkam,False
83.0,CAM_18,80.25169,12.965404,TN55NA4373,80.25161664409138,12.965040322402466,12.69,Medavakkam,False
865.0,CAM_11,80.244867,12.946557,TN55NA4373,80.24545208941628,12.946468712760367,4.31,Nungambakkam,False
866.0,CAM_11,80.244867,12.946557,TN55NA4373,80.24547601179053,12.946465090743201,2.63,Nungambakkam,False
84.0,CAM_10,80.239807,12.972429,TN23PN7206,80.2397666804774,12.972081455345707,10.52,Tambaram,False
85.0,CAM_10,80.239807,12.972429,TN23PN7206,80.23976045165638,12.97202740571588,6.02,Tambaram,False
192.0,CAM_30,80.24246,12.967245,TN23PN7206,80.24234664727504,12.966286778979205,22.47,ECR Junction,True
11578.0,CAM_01,80.232791,12.93105,TN23PN7206,80.2328341763409,12.931558174399214,10.27,T. Nagar,True
84.0,CAM_20,80.237149,12.960329,TN03UC5204,80.23709463611927,12.96065017992114,9.93,Navalur,True
85.0,CAM_17,80.239777,12.972432,TN76YN9417,80.23982178376636,12.972817325774463,7.79,Pallavaram,False
205.0,CAM_30,80.24246,12.967245,TN76YN9417,80.24235099882674,12.966322694298324,21.61,ECR Junction,True
85.0,CAM_22,80.257097,12.938415,TN26LW5466,80.25691388864249,12.937246850140935,6.7,Karapakkam,True
494.0,CAM_23,80.263924,12.965642,TN26LW5466,80.26368051128574,12.96510026022067,14.94,Sithalapakkam,False
87.0,CAM_18,80.25169,12.965404,TN50HC3274,80.25160720927575,12.964993292316413,9.67,Medavakkam,False
87.0,CAM_22,80.257097,12.938415,TN84YL1874,80.25691620593958,12.937256343403687,8.53,Karapakkam,True
88.0,CAM_27,80.250549,12.929216,TN11NJ6979,80.249790228983,12.929304888393412,8.0,Saidapet,False
89.0,CAM_27,80.250549,12.929216,TN11NJ6979,80.24973250619566,12.929310991947297,6.3,Saidapet,False
89.0,CAM_01,80.232791,12.93105,TN91ER3235,80.23283366163534,12.93155209235617,8.62,T. Nagar,True
90.0,CAM_01,80.232791,12.93105,TN91ER3235,80.23283679979042,12.931589174513926,4.12,T. Nagar,True
89.0,CAM_14,80.234501,12.968029,TN86AC8479,80.23333415226533,12.968075445679707,9.8,Kodambakkam,True
8407.0,CAM_27,80.250549,12.929216,TN86AC8479,80.24973233918874,12.929311009606435,11.64,Saidapet,False
90.0,CAM_20,80.237149,12.960329,TN66YK2870,80.23708137847248,12.960583369704958,14.87,Navalur,True
91.0,CAM_20,80.237149,12.960329,TN66YK2870,80.23710726648358,12.960710455957098,14.34,Navalur,True
4814.0,CAM_01,80.232791,12.93105,TN66YK2870,80.23283612662046,12.931581219969715,13.73,T. Nagar,True
90.0,CAM_21,80.237092,12.950649,TN83DV4881,80.237611983501,12.950537284852171,10.09,Siruseri,False
91.0,CAM_21,80.237092,12.950649,TN83DV4881,80.23766740072351,12.95052210846805,6.24,Siruseri,False
461.0,CAM_09,80.231463,12.933895,TN83DV4881,80.2318330644963,12.933834773874098,11.54,Sholinganallur,False
90.0,CAM_22,80.257097,12.938415,TN84WH3796,80.25691468529044,12.93725011376583,7.69,Karapakkam,True
16107.0,CAM_14,80.234501,12.968029,TN84WH3796,80.23327756267147,12.96807996930368,8.7,Kodambakkam,True
91.0,CAM_10,80.239807,12.972429,TN24NX3507,80.239767606866,12.97208949393763,7.24,Tambaram,False
92.0,CAM_10,80.239807,12.972429,TN24NX3507,80.2397624394,12.972044654055296,4.99,Tambaram,False
213.0,CAM_30,80.24246,12.967245,TN24NX3507,80.24233938491622,12.966227500000091,19.83,ECR Junction,True
91.0,CAM_25,80.248526,12.971435,TN78UC7485,80.24944289905163,12.971121884231147,10.76,Pallikaranai,False
92.0,CAM_25,80.248526,12.971435,TN78UC7485,80.24949874078868,12.97110751041306,6.26,Pallikaranai,False
93.0,CAM_01,80.232791,12.93105,TN89PZ5974,80.23283027589746,12.931512084616562,10.07,T. Nagar,True
94.0,CAM_01,80.232791,12.93105,TN89PZ5974,80.2328347737033,12.931565233160654,5.9,T. Nagar,True
3882.0,CAM_11,80.244867,12.946557,TN89PZ5974,80.24547046366501,12.946465930768971,23.33,Nungambakkam,False
93.0,CAM_22,80.257097,12.938415,TN97QW9344,80.256917701784,12.937262471423962,7.92,Karapakkam,True
94.0,CAM_22,80.257097,12.938415,TN97QW9344,80.25690767191489,12.937221382091757,4.67,Karapakkam,True
201.0,CAM_27,80.250549,12.929216,TN97QW9344,80.24980888284212,12.929302915948874,12.95,Saidapet,False
97.0,CAM_14,80.234501,12.968029,TN73JF5914,80.23335237094065,12.968073989323836,12.04,Kodambakkam,True
98.0,CAM_14,80.234501,12.968029,TN73JF5914,80.23327238569195,12.968080383137243,8.7,Kodambakkam,True
11574.0,CAM_01,80.232791,12.93105,TN73JF5914,80.23283320318507,12.931546675056246,6.85,T. Nagar,True
99.0,CAM_02,80.256705,12.938133,TN43LB3572,80.25692766296095,12.938902257632297,10.57,Adyar,False
100.0,CAM_02,80.256705,12.938133,TN43LB3572,80.25694294053547,12.938955012247645,6.07,Adyar,False
